,label,log_counts,last_ts,duration,About,Add Friend,Add to Playlist,Downgrade,Error,Help,Home,Logout,NextSong,Roll Advert,Save Settings,Settings,Submit Downgrade,Submit Upgrade,Thumbs Down,Thumbs Up,Upgrade,valid_level,gender,avg_length,music_days,music_days_per_day,About_per_day,Add Friend_per_day,Add to Playlist_per_day,Downgrade_per_day,Error_per_day,Help_per_day,Home_per_day,Logout_per_day,NextSong_per_day,Roll Advert_per_day,Save Settings_per_day,Settings_per_day,Submit Downgrade_per_day,Submit Upgrade_per_day,Thumbs Down_per_day,Thumbs Up_per_day,Upgrade_per_day,music_days_per_log,About_per_log,Add Friend_per_log,Add to Playlist_per_log,Downgrade_per_log,Error_per_log,Help_per_log,Home_per_log,Logout_per_log,NextSong_per_log,Roll Advert_per_log,Save Settings_per_log,Settings_per_log,Submit Downgrade_per_log,Submit Upgrade_per_log,Thumbs Down_per_log,Thumbs Up_per_log,Upgrade_per_log
13,0,848,1543309702000,53,7,6,20,5,1,3,37,14,647,39,2,6,1,2,9,40,9,paid,F,246.7851051622872,16,0.3018867924528302,0.1320754716981132,0.11320754716981132,0.37735849056603776,0.09433962264150944,0.018867924528301886,0.05660377358490566,0.6981132075471698,0.2641509433962264,12.20754716981132,0.7358490566037735,0.03773584905660377,0.11320754716981132,0.018867924528301886,0.03773584905660377,0.16981132075471697,0.7547169811320755,0.16981132075471697,0.018867924528301886,0.008254716981132075,0.007075471698113208,0.02358490566037736,0.00589622641509434,0.0011792452830188679,0.003537735849056604,0.04363207547169811,0.01650943396226415,0.7629716981132075,0.045990566037735846,0.0023584905660377358,0.007075471698113208,0.0011792452830188679,0.0023584905660377358,0.01061320754716981,0.04716981132075472,0.01061320754716981
14,0,2469,1543622365000,56,8,41,67,21,1,13,71,18,2070,17,4,17,0,1,24,95,1,paid,M,247.56032983574826,19,0.3392857142857143,0.14285714285714285,0.7321428571428571,1.1964285714285714,0.375,0.017857142857142856,0.23214285714285715,1.2678571428571428,0.32142857142857145,36.964285714285715,0.30357142857142855,0.07142857142857142,0.30357142857142855,0.0,0.017857142857142856,0.42857142857142855,1.6964285714285714,0.017857142857142856,0.007695423248278655,0.0032401782098015392,0.01660591332523289,0.02713649250708789,0.00850546780072904,0.0004050222762251924,0.005265289590927501,0.02875658161198866,0.007290400972053463,0.8383961117861483,0.00688537869582827,0.0016200891049007696,0.00688537869582827,0.0,0.0004050222762251924,0.009720534629404616,0.03847711624139328,0.0004050222762251924
15,0,4428,1543507087000,59,3,63,113,25,5,27,151,41,3632,11,3,23,0,0,28,303,0,paid,F,247.083419661344,47,0.7966101694915254,0.05084745762711865,1.0677966101694916,1.9152542372881356,0.423728813559322,0.0847457627118644,0.4576271186440678,2.559322033898305,0.6949152542372882,61.559322033898304,0.1864406779661017,0.05084745762711865,0.3898305084745763,0.0,0.0,0.4745762711864407,5.135593220338983,0.0,0.01061427280939476,0.0006775067750677507,0.014227642276422764,0.025519421860885277,0.005645889792231256,0.001129177958446251,0.006097560975609756,0.034101174345076785,0.009259259259259259,0.8202348690153568,0.0024841915085817524,0.0006775067750677507,0.005194218608852755,0.0,0.0,0.006323396567299007,0.06842818428184282,0.0
16,1,319,1543143782000,45,1,7,7,0,2,0,15,7,230,30,0,0,0,0,5,11,2,free,M,250.5790245217391,5,0.1111111111111111,0.022222222222222223,0.15555555555555556,0.15555555555555556,0.0,0.044444444444444446,0.0,0.3333333333333333,0.15555555555555556,5.111111111111111,0.6666666666666666,0.0,0.0,0.0,0.0,0.1111111111111111,0.24444444444444444,0.044444444444444446,0.01567398119122257,0.003134796238244514,0.0219435736677116,0.0219435736677116,0.0,0.006269592476489028,0.0,0.047021943573667714,0.0219435736677116,0.7210031347962382,0.09404388714733543,0.0,0.0,0.0,0.0,0.01567398119122257,0.034482758620689655,0.006269592476489028
17,1,3603,1542181031000,43,2,47,89,18,0,28,121,41,3028,22,4,19,0,1,22,154,5,paid,M,249.18017257926053,29,0.6744186046511628,0.046511627906976744,1.0930232558139534,2.0697674418604652,0.4186046511627907,0.0,0.6511627906976745,2.813953488372093,0.9534883720930233,70.4186046511628,0.5116279069767442,0.09302325581395349,0.4418604651162791,0.0,0.023255813953488372,0.5116279069767442,3.5813953488372094,0.11627906976744186,0.008048848182070497,0.0005550929780738274,0.013044684984734944,0.02470163752428532,0.004995836802664446,0.0,0.007771301693033583,0.03358312517346656,0.011379406050513461,0.8404107688037746,0.006106022758812101,0.0011101859561476548,0.00527338329170136,0.0,0.0002775464890369137,0.006106022758812101,0.04274215931168471,0.0013877324451845685
18,0,1342,1542995231000,50,3,12,33,9,4,7,49,10,1125,3,1,3,0,1,9,72,1,paid,F,254.27913390222213,12,0.24,0.06,0.24,0.66,0.18,0.08,0.14,0.98,0.2,22.5,0.06,0.02,0.06,0.0,0.02,0.18,1.44,0.02,0.00894187779433681,0.0022354694485842027,0.00894187779433681,0.02459016393442623,0.0067064083457526085,0.0029806259314456036,0.005216095380029807,0.03651266766020864,0.007451564828614009,0.8383010432190761,0.0022354694485842027,0.0007451564828614009,0.0022354694485842027,0.0,0.0007451564828614009,0.0067064083457526085,0.05365126676602087,0.0007451564828614009
19,0,292,1543589452000,56,1,7,7,0,0,1,16,3,215,21,3,4,0,0,3,9,2,free,M,246.80347251162797,7,0.125,0.017857142857142856,0.125,0.125,0.0,0.0,0.017857142857142856,0.2857142857142857,0.05357142857142857,3.8392857142857144,0.375,0.05357142857142857,0.07142857142857142,0.0,0.0,0.05357142857142857,0.16071428571428573,0.03571428571428571,0.023972602739726026,0.003424657534246575,0.023972602739726026,0.023972602739726026,0.0,0.0,0.003424657534246575,0.0547945205479452,0.010273972602739725,0.7363013698630136,0.07191780821917808,0.010273972602739725,0.0136986301369863,0.0,0.0,0.010273972602739725,0.030821917808219176,0.00684931506849315
20,0,4257,1543610607000,60,6,52,104,37,7,20,176,44,3573,10,7,28,0,1,25,166,1,paid,F,246.79344140218322,43,0.7166666666666667,0.1,0.8666666666666667,1.7333333333333334,0.6166666666666667,0.11666666666666667,0.3333333333333333,2.933333333333333,0.7333333333333333,59.55,0.16666666666666666,0.11666666666666667,0.4666666666666667,0.0,0.016666666666666666,0.4166666666666667,2.7666666666666666,0.016666666666666666,0.010101010101010102,0.0014094432699083862,0.01221517500587268,0.02443035001174536,0.008691566831101715,0.001644350481559784,0.004698144233027954,0.041343669250646,0.0103359173126615,0.8393234672304439,0.002349072116513977,0.001644350481559784,0.006577401926239136,0.0,0.0002349072116513977,0.005872680291284942,0.03899459713413202,0.0002349072116513977
21,1,457,1540402387000,21,1,11,11,1,1,4,15,7,377,1,1,2,0,1,7,14,1,paid,F,249.97440710875338,5,0.23809523809523808,0.047619047619047616,0.5238095238095238,0.5238095238095238,0.047619047619047616,0.047619047619047616,0.19047619047619047,0.7142857142857143,0.3333333333333333,17.952380952380953,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.0,0.047619047619047616,0.3333333333333333,0.6666666666666666,0.047619047619047616,0.010940919037199124,0.002188183807439825,0.024070021881838075,0.024070021881838075,0.002188183807439825,0.002188183807439825,0.0087527352297593,0.03282275711159737,0.015317286652078774,0.824945295404814,0.002188183807439825,0.002188183807439825,0.00437636761487965,0.0,0.002188183807439825,0.015317286652078774,0.030634573304157548,0.002188183807439825
22,1,1003,1540050556000,19,1,27,19,1,0,8,56,19,767,50,0,8,0,1,5,32,7,paid,M,252.46409273794018,16,0.8421052631578947,0.05263157894736842,1.4210526315789473,1.0,0.05263157894736842,0.0,0.42105263157894735,2.9473684210526314,1.0,40.36842105263158,2.6315789473684212,0.0,0.42105263157894735,0.0,0.05263157894736842,0.2631578947368421,1.6842105263157894,0.3684210526315789,0.015952143569292122,0.0009970089730807576,0.026919242273180457,0.018943170488534396,0.0009970089730807576,0.0,0.007976071784646061,0.05583250249252243,0.018943170488534396,0.7647058823529411,0.049850448654037885,0.0,0.007976071784646061,0.0,0.0009970089730807576,0.004985044865403789,0.031904287138584245,0.006979062811565304
23,0,317,1541059518000,29,0,8,5,0,1,1,14,9,237,17,0,1,0,0,7,14,3,free,F,256.4414237552741,5,0.1724137931034483,0.0,0.27586206896551724,0.1724137931034483,0.0,0.034482758620689655,0.034482758620689655,0.4827586206896552,0.3103448275862069,8.172413793103448,0.5862068965517241,0.0,0.034482758620689655,0.0,0.0,0.2413793103448276,0.4827586206896552,0.10344827586206896,0.015772870662460567,0.0,0.025236593059936908,0.015772870662460567,0.0,0.0031545741324921135,0.0031545741324921135,0.04416403785488959,0.028391167192429023,0.7476340694006309,0.05362776025236593,0.0,0.0031545741324921135,0.0,0.0,0.022082018927444796,0.04416403785488959,0.00946372239747634
24,0,68,1541786607000,23,0,5,1,0,0,1,7,3,46,1,0,0,0,0,0,4,0,free,M,250.65977717391303,3,0.13043478260869565,0.0,0.21739130434782608,0.043478260869565216,0.0,0.0,0.043478260869565216,0.30434782608695654,0.13043478260869565,2.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.17391304347826086,0.0,0.04411764705882353,0.0,0.07352941176470588,0.014705882352941176,0.0,0.0,0.014705882352941176,0.10294117647058823,0.04411764705882353,0.6764705882352942,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0
25,1,254,1540875543000,27,1,1,4,2,0,1,8,3,214,1,0,0,0,0,3,14,0,paid,M,254.32124037383184,5,0.18518518518518517,0.037037037037037035,0.037037037037037035,0.14814814814814814,0.07407407407407407,0.0,0.037037037037037035,0.2962962962962963,0.1111111111111111,7.925925925925926,0.037037037037037035,0.0,0.0,0.0,0.0,0.1111111111111111,0.5185185185185185,0.0,0.01968503937007874,0.003937007874015748,0.003937007874015748,0.015748031496062992,0.007874015748031496,0.0,0.003937007874015748,0.031496062992125984,0.011811023622047244,0.84251968503937,0.003937007874015748,0.0,0.0,0.0,0.0,0.011811023622047244,0.05511811023622047,0.0
26,0,1895,1543594107000,59,1,32,50,16,3,7,72,18,1585,1,3,8,0,1,12,82,4,paid,F,252.42531988643512,23,0.3898305084745763,0.01694915254237288,0.5423728813559322,0.847457627118644,0.2711864406779661,0.05084745762711865,0.11864406779661017,1.2203389830508475,0.3050847457627119,26.864406779661017,0.01694915254237288,0.05084745762711865,0.13559322033898305,0.0,0.01694915254237288,0.2033898305084746,1.3898305084745763,0.06779661016949153,0.012137203166226913,0.0005277044854881266,0.016886543535620052,0.026385224274406333,0.008443271767810026,0.0015831134564643799,0.0036939313984168864,0.03799472295514512,0.00949868073878628,0.8364116094986808,0.0005277044854881266,0.0015831134564643799,0.004221635883905013,0.0,0.0005277044854881266,0.0063324538258575196,0.04327176781002638,0.0021108179419525065
27,0,1775,1543622320000,60,3,25,47,6,1,5,70,20,1417,72,1,13,1,1,17,62,14,paid,M,253.9225445589271,25,0.4166666666666667,0.05,0.4166666666666667,0.7833333333333333,0.1,0.016666666666666666,0.08333333333333333,1.1666666666666667,0.3333333333333333,23.616666666666667,1.2,0.016666666666666666,0.21666666666666667,0.016666666666666666,0.016666666666666666,0.2833333333333333,1.0333333333333334,0.23333333333333334,0.014084507042253521,0.0016901408450704226,0.014084507042253521,0.02647887323943662,0.0033802816901408453,0.0005633802816901409,0.0028169014084507044,0.03943661971830986,0.011267605633802818,0.7983098591549296,0.04056338028169014,0.0005633802816901409,0.007323943661971831,0.0005633802816901409,0.0005633802816901409,0.009577464788732394,0.03492957746478873,0.007887323943661971
28,0,73,1542806198000,41,0,0,4,0,0,0,8,3,53,3,0,0,0,0,0,2,0,free,M,243.98272735849048,3,0.07317073170731707,0.0,0.0,0.0975609756097561,0.0,0.0,0.0,0.1951219512195122,0.07317073170731707,1.2926829268292683,0.07317073170731707,0.0,0.0,0.0,0.0,0.0,0.04878048780487805,0.0,0.0410958904109589,0.0,0.0,0.0547945205479452,0.0,0.0,0.0,0.1095890410958904,0.0410958904109589,0.726027397260274,0.0410958904109589,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0
29,0,44,1539572045000,1,0,1,3,0,0,0,3,2,32,1,0,0,0,0,0,2,0,free,M,250.91138375000006,1,1.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,2.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.022727272727272728,0.0,0.022727272727272728,0.06818181818181818,0.0,0.0,0.0,0.06818181818181818,0.045454545454545456,0.7272727272727273,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0
30,0,872,1543472355000,58,0,16,14,9,4,3,33,9,724,11,0,4,1,2,9,30,3,paid,M,249.21932772099447,7,0.1206896551724138,0.0,0.27586206896551724,0.2413793103448276,0.15517241379310345,0.06896551724137931,0.05172413793103448,0.5689655172413793,0.15517241379310345,12.482758620689655,0.1896551724137931,0.0,0.06896551724137931,0.017241379310344827,0.034482758620689655,0.15517241379310345,0.5172413793103449,0.05172413793103448,0.008027522935779817,0.0,0.01834862385321101,0.016055045871559634,0.010321100917431193,0.0045871559633027525,0.0034403669724770644,0.03784403669724771,0.010321100917431193,0.8302752293577982,0.01261467889908257,0.0,0.0045871559633027525,0.0011467889908256881,0.0022935779816513763,0.010321100917431193,0.034403669724770644,0.0034403669724770644
31,0,457,1542825026000,20,1,6,13,9,1,1,18,5,377,1,0,0,0,1,5,18,1,paid,M,252.16980140583536,5,0.25,0.05,0.3,0.65,0.45,0.05,0.05,0.9,0.25,18.85,0.05,0.0,0.0,0.0,0.05,0.25,0.9,0.05,0.010940919037199124,0.002188183807439825,0.01312910284463895,0.028446389496717725,0.019693654266958426,0.002188183807439825,0.002188183807439825,0.03938730853391685,0.010940919037199124,0.824945295404814,0.002188183807439825,0.0,0.0,0.0,0.002188183807439825,0.010940919037199124,0.03938730853391685,0.002188183807439825
32,0,837,1543603780000,60,1,9,13,0,1,6,30,9,650,56,0,4,0,0,9,38,11,free,M,251.73314789230773,17,0.2833333333333333,0.016666666666666666,0.15,0.21666666666666667,0.0,0.016666666666666666,0.1,0.5,0.15,10.833333333333334,0.9333333333333333,0.0,0.06666666666666667,0.0,0.0,0.15,0.6333333333333333,0.18333333333333332,0.02031063321385902,0.0011947431302270011,0.010752688172043012,0.015531660692951015,0.0,0.0011947431302270011,0.007168458781362007,0.035842293906810034,0.010752688172043012,0.7765830346475507,0.06690561529271206,0.0,0.0047789725209080045,0.0,0.0,0.010752688172043012,0.04540023894862605,0.013142174432497013
33,0,334,1543586097000,50,1,5,6,0,2,0,21,8,251,18,0,0,0,0,3,16,3,free,F,252.56387215139426,9,0.18,0.02,0.1,0.12,0.0,0.04,0.0,0.42,0.16,5.02,0.36,0.0,0.0,0.0,0.0,0.06,0.32,0.06,0.02694610778443114,0.0029940119760479044,0.014970059880239521,0.017964071856287425,0.0,0.005988023952095809,0.0,0.06287425149700598,0.023952095808383235,0.7514970059880239,0.05389221556886228,0.0,0.0,0.0,0.0,0.008982035928143712,0.04790419161676647,0.008982035928143712
34,0,40,1542993707000,14,0,3,0,0,0,0,2,0,28,4,0,0,0,0,0,3,0,free,F,264.42217142857146,2,0.14285714285714285,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,2.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.05,0.0,0.075,0.0,0.0,0.0,0.0,0.05,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.075,0.0
35,1,1781,1541463632000,35,3,20,50,15,1,7,65,24,1457,26,0,6,0,1,22,79,3,paid,F,250.4053802127655,17,0.4857142857142857,0.08571428571428572,0.5714285714285714,1.4285714285714286,0.42857142857142855,0.02857142857142857,0.2,1.8571428571428572,0.6857142857142857,41.628571428571426,0.7428571428571429,0.0,0.17142857142857143,0.0,0.02857142857142857,0.6285714285714286,2.257142857142857,0.08571428571428572,0.009545199326221224,0.0016844469399213925,0.011229646266142616,0.02807411566535654,0.008422234699606962,0.0005614823133071309,0.0039303761931499155,0.0364963503649635,0.01347557551937114,0.8180797304884896,0.014598540145985401,0.0,0.003368893879842785,0.0,0.0005614823133071309,0.012352610892756879,0.04435710275126333,0.0016844469399213925
36,0,2046,1543613956000,50,3,35,58,9,2,16,84,24,1640,3,2,12,0,1,24,132,1,paid,M,253.09774053658575,26,0.52,0.06,0.7,1.16,0.18,0.04,0.32,1.68,0.48,32.8,0.06,0.04,0.24,0.0,0.02,0.48,2.64,0.02,0.01270772238514174,0.001466275659824047,0.01710654936461388,0.028347996089931573,0.004398826979472141,0.0009775171065493646,0.007820136852394917,0.04105571847507331,0.011730205278592375,0.8015640273704789,0.001466275659824047,0.0009775171065493646,0.005865102639296188,0.0,0.0004887585532746823,0.011730205278592375,0.06451612903225806,0.0004887585532746823
37,0,786,1543266707000,53,0,16,14,3,0,7,28,4,642,4,1,5,0,1,7,52,2,paid,M,247.50604683800623,7,0.1320754716981132,0.0,0.3018867924528302,0.2641509433962264,0.05660377358490566,0.0,0.1320754716981132,0.5283018867924528,0.07547169811320754,12.11320754716981,0.07547169811320754,0.018867924528301886,0.09433962264150944,0.0,0.018867924528301886,0.1320754716981132,0.9811320754716981,0.03773584905660377,0.008905852417302799,0.0,0.020356234096692113,0.017811704834605598,0.003816793893129771,0.0,0.008905852417302799,0.035623409669211195,0.005089058524173028,0.816793893129771,0.005089058524173028,0.001272264631043257,0.006361323155216285,0.0,0.001272264631043257,0.008905852417302799,0.06615776081424936,0.002544529262086514
38,1,964,1542038645000,42,1,11,14,0,1,6,37,14,681,115,2,8,0,0,20,45,7,free,F,247.5950993979443,19,0.4523809523809524,0.023809523809523808,0.2619047619047619,0.3333333333333333,0.0,0.023809523809523808,0.14285714285714285,0.8809523809523809,0.3333333333333333,16.214285714285715,2.738095238095238,0.047619047619047616,0.19047619047619047,0.0,0.0,0.47619047619047616,1.0714285714285714,0.16666666666666666,0.01970954356846473,0.001037344398340249,0.011410788381742738,0.014522821576763486,0.0,0.001037344398340249,0.006224066390041493,0.038381742738589214,0.014522821576763486,0.7064315352697096,0.11929460580912864,0.002074688796680498,0.008298755186721992,0.0,0.0,0.02074688796680498,0.046680497925311204,0.007261410788381743
